Name,Comment,Time,Likes,Reply Count,Supporter
Raqib Khan,Salman Khan is the best ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2021-08-11T05:33:56Z,1,0,Salman Khan
Toufik Alam,MY FAVERATE HERO IS KING KHAN THIS IS BOLLYWOOD BADSHA,2021-08-10T11:43:49Z,1,0,Sharukh Khan
ViPeR,Srk World Biggest superstar in the world..lOve u srk..💖💖💖,2021-08-09T09:18:01Z,6,0,Sharukh Khan
The Filmy Insaan,Salman khan is only famous in india but shahrukh khan is an international king/actor he is the best.And shahrukh khan is has struggled in life to be the best and salman khan is just a nepotism product,2021-08-08T09:12:54Z,1,0,Sharukh Khan
The Filmy Insaan,Shahrukh khan is the most powerful actor in bollywood and Shahrukh khan can easily destroy salman khan.And shahrukh khan is so much better than salman khan.,2021-08-08T09:09:57Z,1,0,Sharukh Khan
Akram Kana,SRK✨ All time favorite... famous locally as. Well as worldwide....👏❤️👏,2021-08-07T10:09:54Z,132,2,Sharukh Khan
Rothi fitness vlogs,BHAI,2021-08-06T21:42:00Z,0,0,Salman Khan
xrior,Woh abhi bhoi hogya hai 😂😂,2021-08-06T21:32:48Z,0,0,comment
Arjit Sharma,Chhapriyon ka star salman🤣🤣🤣,2021-08-05T21:49:31Z,1,0,comment
Rumel_Ahmed_Vlogs ,Srk Bigghest Superstar,2021-08-05T08:56:03Z,1,0,Sharukh Khan
Shabaj Ahmad,Salmans sir bollywood ke baap hai,2021-08-05T08:40:56Z,0,0,Salman Khan
Hassan Nawaz Khan Mahar,Salman is the best,2021-08-04T17:02:36Z,0,0,Salman Khan
Md Riyaz,King khan hai king khan rahega,2021-08-04T14:22:17Z,1,0,Sharukh Khan
Rifat Joy,A sala khodi to salmam khan ka fan he..,2021-08-03T08:42:22Z,0,0,comment
Kamla Devi,Salman Khan is legend,2021-08-01T10:22:04Z,2,0,Salman Khan
Happy D,No one can beat Salman Khan in India ❤️❤️❤️,2021-07-31T19:51:53Z,13,1,Salman Khan
Tohibbul Hussain,Salman Khan,2021-07-31T10:52:32Z,0,0,Salman Khan
Sakir Hossain,Always Salman khan,2021-07-28T17:50:22Z,0,0,Salman Khan
LAVLESH KUMAR,International most stardom actor only srk,2021-07-28T11:07:13Z,0,0,Sharukh Khan
Viddesh Patil,SRK,2021-07-28T10:42:39Z,0,0,Sharukh Khan
hemant chauhan,dear zindagi faltu movie hmste yhaa to dear zindagi lgi or first day m hut gyi .. salman bhai my jaan,2021-07-27T18:53:39Z,0,0,Sharukh Khan
Nova king,srk❤️,2021-07-25T23:36:44Z,0,0,Sharukh Khan
Pradeep Pandey,"bhai BBC, CNN, TIMES, California Times, London Journal, Washington Journal, World Media, Indian Trusted Media jaa ke check kr lo, International Interviews, Bi set BBC ki research said that 191 counties recognise Srk plus Netflic me khud ba khud David Letter man ke show me jaa ke delh skte ho link ki zryrat he nhi oadegi ki SRK is known by 3.6 billion people that 43% of worlds population aur ye bhi ki how he&#39;s the richest actor in the world, with most international and national awards, biggest charitabable actor and actor with highest success ratio and least flop ratio in bollywood with one of the best acting performances in movies like swades, my name is khan devdas, verr zara, darr, chak de, dear zindagi etc.",2021-07-25T18:37:05Z,1,0,comment
"꧁༒☬DЁАDĶÏŁŁĚŔ☬༒꧂,",Salman Khan .,2021-07-25T06:14:20Z,1,0,Salman Khan
AJAY,Salman Bhai♥️,2021-07-24T15:54:40Z,0,0,Salman Khan
Hamza Fayyaz,SRK Sab Ka Baap,2021-07-24T12:25:14Z,0,0,Sharukh Khan
Apna Channel,Salman Khan,2021-07-24T11:41:08Z,1,0,Salman Khan
Laxman Sunar,👎👎👎👎👎👎👎👎,2021-07-24T10:03:11Z,0,0,comment
great funny  video,SRK King Khan ❤️❤️❤️❤️❤️,2021-07-24T09:26:46Z,0,0,Sharukh Khan
jagat Raj pegu,Salmankhna,2021-07-24T04:07:42Z,0,0,Salman Khan
NEWTRON MAN,Srk,2021-07-22T14:50:39Z,0,0,Sharukh Khan
Kaif Sayyed,Salmaan bhaijaan ka,2021-07-22T07:04:50Z,0,0,Salman Khan
SYED HUSSAIN PASHA,Mai hu sabse acha,2021-07-16T18:21:46Z,0,0,comment
SYED HUSSAIN PASHA,Ham aapke h kon,2021-07-16T18:19:05Z,0,0,Salman Khan
raafay khan,Sabse bada fan me salman khan,2021-07-16T11:04:53Z,0,0,Salman Khan
abdullah qureshi,Salman is the boss,2021-07-15T20:47:50Z,0,0,Salman Khan
Md Rahul,My favourite Bollywood actress Salman khan Bahi super star,2021-07-15T04:34:57Z,0,0,Salman Khan
AA iS LOVE (ALLU ARJUN),Sharukh khan ka bahut  bada hai ~Best line 🤣🤣,2021-07-13T10:57:58Z,2,0,Sharukh Khan
Ahsan Srk,Srk has biggest stardom,2021-07-13T08:04:42Z,1,0,Sharukh Khan
Juned Patel,SRK,2021-07-13T02:20:43Z,0,0,Sharukh Khan
Goja Parida,Only Shahrukh Khan,2021-07-12T10:37:09Z,0,0,Sharukh Khan
Yusuf Raza 0786,Srk,2021-07-12T10:03:58Z,0,0,Sharukh Khan
Amaan Khan,Salman Khan one and only,2021-07-12T08:06:17Z,0,0,Salman Khan
Mking Rathi,Srk🤩😍🥰,2021-07-11T19:45:31Z,0,0,Sharukh Khan
WM Vines,Always srk,2021-07-11T14:14:14Z,0,0,Sharukh Khan
Salman Khan,Salman bhai ka,2021-07-09T06:58:30Z,0,0,Salman Khan
SK_ Tech,Obviously Salman Khan,2021-07-04T16:28:42Z,1,0,Salman Khan
MISTER BOY,Bollywood star is srk is big star  not sk,2021-07-03T08:46:06Z,0,0,Sharukh Khan
Wajed Beg,Srk,2021-07-02T18:11:35Z,0,0,Sharukh Khan
ecumenic smile tv,শাহরুখ খান,2021-07-02T10:37:06Z,0,0,cooment
Islamic Entity,Shah Rukh Khan Is The Best Actor,2021-07-01T09:00:35Z,1,0,Sharukh Khan
ATB LOFI 4U,𝘚𝘳𝘬 𝘪𝘴 𝘣𝘦𝘴𝘵 👍👍,2021-06-30T01:23:55Z,0,0,comment
Obaid Ur rehman,Love you shahrukh,2021-06-29T06:38:53Z,0,0,Sharukh Khan
Obaid Ur rehman,Srk is bigger,2021-06-29T06:38:38Z,0,0,Sharukh Khan
Obaid Ur rehman,Love you srk,2021-06-29T06:34:30Z,0,0,Sharukh Khan
Obaid Ur rehman,Srk,2021-06-29T06:34:20Z,0,0,Sharukh Khan
Obaid Ur rehman,Srk is the best,2021-06-29T06:34:12Z,0,0,Sharukh Khan
Syed Riyaz,Salman. Salman boss,2021-06-29T04:54:42Z,0,0,Salman Khan
Being Vajid,According to me both are best at their own level. Love❤❤❤ both🥰,2021-06-29T03:46:16Z,3,0,both
Being Vajid,Salman Khan❤❤❤ ke pass dil h. Osm. Both are best👍,2021-06-29T03:45:25Z,2,3,Salman Khan
Sarvesh kumar Srivastava,"Salman bhaijaan no.1 the hai aur hamesa rahenge.<br>Unke jaisa stardum kisi ka nahi hai aur na hi unse bada dil kisi ka hai.<br>Bhagwan unko khoob tarraki de aur 100 saal tak aise hi no. 1 par rahe salman bhai.<br>aur meri bhi umra unko lag jaye.<br>Jai shri ram, jai bajrang bali.",2021-06-28T12:59:58Z,0,0,SSA
Md Aamir,Salman Khan ❤️❤️,2021-06-28T11:12:53Z,1,0,Salman Khan
Bisal Das,Obviously salman khan bhai duniya ke kisi v kone mei jao aur bass nam pucho sab pehechate hai usse,2021-06-27T15:13:23Z,1,0,Salman Khan
Joseph Eappen Shibu,All South indians love SRK. Because we know Sushant Singh Rajput issues.<br>And SRK know his value of fans and hes fav,2021-06-27T10:35:13Z,32,0,Sharukh Khan
Champavat kushraj Sinh,Salman khan,2021-06-27T07:15:53Z,1,0,Salman Khan
Deepabrata Mukherejee,Dono hi aache actors hain. Hume yen comparison Karni chahiye,2021-06-26T06:35:36Z,0,0,both
Mohammed Suhel,Srk is king of bollywood biggest stardom in world ❤️💕,2021-06-25T16:33:47Z,8,0,Salman Khan
DD M,86% Salman khan<br>14%srk,2021-06-25T14:53:18Z,1,1,Sharukh Khan
Ansari Yaseer,Only😎SRK🤗,2021-06-25T05:30:20Z,0,0,Sharukh Khan
Sourav Dhara,Srk,2021-06-24T09:28:01Z,1,0,Sharukh Khan
Sourav Dhara,Srk,2021-06-24T09:27:51Z,0,0,Sharukh Khan
Swagat Ray,Srk 🔥🖤,2021-06-23T18:32:57Z,0,0,Sharukh Khan
Mohan Ram,"Salman or Shahrukh khan...both are loved locally and globally ... We can never put a stamp on stardom ..stardom is like seasons ,sometimes it&#39;s good ,some bad ... But these two have earned love from their audience..which makes them larger than life",2021-06-22T10:55:14Z,23,1,both
Ajay Kapse,Salman.khan. 👌👌,2021-06-22T03:39:15Z,3,0,Salman Khan
Elyaz Hussain,Yes only bhaijan,2021-06-21T19:47:47Z,8,0,Salman Khan
Elyaz Hussain,Salman Khan ka stardom bohot bara h I love sallu khan,2021-06-21T19:44:01Z,3,0,Salman Khan
Bittu Biswas,Srk,2021-06-21T12:22:31Z,0,0,Sharukh Khan
RAJU Lᴇɢᴇɴᴅ,Srk is best,2021-06-21T06:51:45Z,0,0,Sharukh Khan
Sardar Ujjwal Singh,Salman Bhai is the best ❤️,2021-06-21T05:57:59Z,2,0,Salman Khan
walker alan,Sab log salman khan bolte hai yar ❤️❤️❤️❤️,2021-06-21T05:20:15Z,2,0,Salman Khan
Rehan Khan,Only Salman Khan He is real Hero,2021-06-20T18:35:31Z,2,0,Salman Khan
Kiran Rathod,Srk❤️,2021-06-20T00:33:10Z,0,0,Sharukh Khan
Baldev singh,Salman Khan,2021-06-19T09:37:41Z,3,0,Salman Khan
subin srijal,Salman khan,2021-06-19T08:45:45Z,2,0,Salman Khan
zahid khan,Srk richest actor not from his film from his side business,2021-06-18T06:29:26Z,0,0,Sharukh Khan
zahid khan,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m08s"">4:08</a> I know him he is from Kashmir 🤣🤣",2021-06-18T06:27:49Z,0,0,comment
zahid khan,Salman is more bigger thn srk all over the world love u alwz salman,2021-06-18T06:26:09Z,1,0,Salman Khan
Amar Singh,Srk is most popular actor ❤️,2021-06-17T12:29:49Z,94,0,Sharukh Khan
Md Omer,Bollywood ka baap hai salman Khan one man army,2021-06-17T07:09:04Z,4,0,Salman Khan
pratham Maan,World Biggest Super Star Shah Rukh Khan,2021-06-16T15:16:58Z,0,0,Sharukh Khan
Sahil Khan,Chutiya log he srk world famous ❤️❤️❤️,2021-06-16T04:39:48Z,0,0,Sharukh Khan
Arvind arora fan,King khan,2021-06-15T14:29:46Z,2,0,Sharukh Khan
YourBoy Mj,Everyone litterally said The real King of bollywood------&gt; SALMAN KHANNNN💯🔥😍,2021-06-14T15:58:31Z,6,0,Sharukh Khan
IMTIAZ HUSSAIN RAJPER,Mega Star Salman Khan ❤️❤️💙,2021-06-14T12:54:29Z,16,0,Salman Khan
cinematic vlogs,Global   srk,2021-06-13T04:46:40Z,0,0,Sharukh Khan
cinematic vlogs,Srk only,2021-06-13T04:46:06Z,0,0,Sharukh Khan
cinematic vlogs,Srk only,2021-06-13T04:45:21Z,0,0,Sharukh Khan
Omkar Sharma,I believe in sk and srk supremacy,2021-06-11T16:51:00Z,11,0,comment
Ranjit Meitei Meitankeisangbam,Srk,2021-06-10T19:40:26Z,0,0,Sharukh Khan
nitinkumar____,International actor srk,2021-06-10T06:24:55Z,0,0,Sharukh Khan
sakshi Ray,Only SRK ❤️,2021-06-09T22:51:03Z,2,0,Sharukh Khan
Nizam Syed,Salmon KHAN FROM PAKISTAN,2021-06-09T19:59:44Z,0,0,Salman Khan
"Cristiano Ronaldo cr7,",Salman khan ke supportar ziyda he one man army❤️💪,2021-06-08T04:06:11Z,23,0,Salman Khan
Ritiknoa Tilhari,"Srk stands above everyone, see of which name the comment section is flooded with.",2021-06-07T19:07:55Z,0,0,Sharukh Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan,2021-06-07T04:56:28Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan 💫🖤,2021-06-07T04:56:13Z,10,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Salman khan internaational hero 🖤💫,2021-06-07T04:56:02Z,4,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love salman khan 🖤💫💫,2021-06-07T04:55:44Z,3,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan💫🖤,2021-06-07T04:55:25Z,7,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan,2021-06-07T04:54:53Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Salman khan ko local bola salli taxi ma KO bachi,2021-06-07T04:54:39Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan 🖤💫💫💫,2021-06-07T04:54:15Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan💫🖤🖤,2021-06-07T04:54:02Z,3,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love salman khan🖤💫,2021-06-07T04:53:52Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Only salman khan 🖤💫🖤,2021-06-07T04:53:43Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Only salman khan🖤💫,2021-06-07T04:53:21Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Only salman khan🖤💫💫💫🖤🖤,2021-06-07T04:53:13Z,2,0,Salman Khan
𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Only salman khan💫🖤,2021-06-07T04:52:53Z,2,0,Salman Khan
Imran Khan,Only Salman Khan..... number 1,2021-06-06T21:07:44Z,2,0,Salman Khan
Pardeshi Pardeshi,I liked  srk  very good hiro,2021-06-06T16:27:52Z,1,0,Sharukh Khan
Shami,Srk.king...salman..bor,2021-06-06T12:48:57Z,1,0,Sharukh Khan
Ravindra Meena ji,Salman khan,2021-06-06T06:02:06Z,2,0,Salman Khan
Rishabh Shrivastav,Mega ster salman khan Bollywood ka baap hai srk ka baap hai sallu,2021-06-04T16:58:25Z,1,0,Salman Khan
Narendra Borana,Salman khan 💕,2021-06-04T12:39:17Z,2,0,Salman Khan
Raju Singh,Salman khan ka stardom toh sirf india me haii but srk ka toh pure world me haii so usse hi pata chalta haii kiska stardom kitna haii🔥🔥❤❤❤,2021-06-04T06:33:37Z,1,1,Sharukh Khan
Shaikh ghouse Pasha,World&#39;s biggest movie star<br>And. Megastar bollywood<br>Sharukh khan,2021-06-04T04:42:16Z,1,0,Sharukh Khan
Rhythm Koirala,Srk is famous globally.,2021-06-04T02:59:58Z,0,0,Sharukh Khan
Amit Ganvit,salman Khan stardom unmatched,2021-06-03T19:31:15Z,2,0,Salman Khan
Shifa Khan,Srk,2021-06-03T08:35:57Z,0,0,Sharukh Khan
Raj Singh,Salman Khan sa bhut ayga hai srk ku ki uska film bhut acha rah ta hai my choice srk is best,2021-06-02T10:41:56Z,0,0,Salman Khan
Indo Aussie,Always SRK♥️♥️♥️,2021-06-02T10:21:20Z,1,0,Sharukh Khan
Rahul Yadav,Always Salman Khan sir Best actor,2021-06-02T06:31:10Z,2,0,Salman Khan
arohi aslam,Salman sir ❣️,2021-06-02T03:53:07Z,17,0,Salman Khan
DW,Salman 🔥,2021-05-31T22:07:47Z,3,0,Salman Khan
VRSD WORLD,MSD❤️ only,2021-05-30T17:11:56Z,0,0,comment
Akash Mahato,Srk best actor in the world,2021-05-30T15:51:21Z,0,0,Sharukh Khan
Shani Khan,only on sultan,2021-05-30T09:09:04Z,1,0,Salman Khan
Ruthless king,Bollywood means shah Rukh Khan👑,2021-05-29T19:48:00Z,1,0,Sharukh Khan
Rohit adhikari,SRK is better 😍<br>Love from Nepal🇳🇵,2021-05-29T15:24:16Z,0,0,Sharukh Khan
Hwjsn Hshshsb,SRK,2021-05-29T04:31:03Z,0,0,Sharukh Khan
GyaNi AA Tech,Salman khan,2021-05-28T15:49:55Z,1,0,Salman Khan
Tallah Saira,Ye baat poochne ki he Kia my world biggest move star king Khan king of Bollywood king of romance,2021-05-28T13:06:25Z,1,0,Sharukh Khan
Tapan Roy,Salman is hero.but srk is acting institution<br>And India ka nahi hi is global start😎,2021-05-28T12:31:37Z,0,0,Salman Khan
JYOTSNA MISHRA,I only like akshay kumar,2021-05-26T17:57:33Z,0,0,comment
Akshat Mahto,SRK world 🌎🌍 biggest superstar,2021-05-26T07:38:42Z,0,0,Sharukh Khan
Iam khazi,Srk is a international actor,2021-05-26T03:49:17Z,0,0,Sharukh Khan
Iam khazi,Srk is a king,2021-05-26T03:48:57Z,0,0,Sharukh Khan
~ ʟᴜᴄɪꜰᴇʀ ᴢᴀʀɪꜰ ᴍᴏʀɴɪɴɢꜱᴛᴀʀ,SHARUK KHAN IS BOLLYWOOD KING❤👑👑,2021-05-25T13:03:34Z,61,2,Sharukh Khan
KAMING FITNESS,Sallu,2021-05-24T10:11:47Z,1,0,Salman Khan
Ajrudeen Khan,Srk best,2021-05-24T07:58:52Z,0,0,Sharukh Khan
Akmaam Hamid,Salman Khan ❤️ always,2021-05-23T08:15:25Z,0,0,Salman Khan
pankaj chandravanshi,Srk,2021-05-22T11:44:25Z,0,0,Sharukh Khan
Arman Khan,agar izzat dakhna hai burj khalifa par dakh lo kiska birthday hota hai humlog ka srk ka,2021-05-21T22:55:52Z,0,0,Sharukh Khan
Arman Khan,srk my fvt,2021-05-21T22:54:52Z,0,0,Sharukh Khan
Arman Khan,srk fans in the world 3.5 billion,2021-05-21T22:54:24Z,0,0,Sharukh Khan
Arman Khan,world biggest movie supar star srk,2021-05-21T22:53:37Z,0,0,Sharukh Khan
FARHAT NAAZ 440,I love you salman khan 😘😘😘 real hero nd golden heart ❤️.......,2021-05-21T05:09:14Z,20,0,Salman Khan
143/2 Sondhiya,srk Biggest movie star on earth 💟,2021-05-20T17:51:35Z,5,0,Sharukh Khan
Mrinal kanti Deka,I love salman Khan Nobody can take his position in Bollywood Bollywood ka Sultan hain Boss 👌,2021-05-20T14:22:20Z,27,3,Salman Khan
Sidharth,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m30s"">4:30</a> isne kab dekha? 🤣🤣🤣🤣",2021-05-20T07:30:15Z,1,0,comment
Rishi shorts,Srk,2021-05-20T06:36:54Z,0,0,Sharukh Khan
SKYRA TECH SOLUTION,Stardom ka 2nd name salman khan,2021-05-20T02:07:04Z,0,0,Salman Khan
Arsh Sharma,Salu bhai,2021-05-19T18:07:53Z,0,0,Salman Khan
Atif Hussain,SRK is King of World,2021-05-19T16:45:31Z,1,0,Sharukh Khan
Tasif sheikh,Salman khan,2021-05-19T08:31:32Z,0,0,Salman Khan
Pyscho_gamer,Srk 😘😘😘😘❤️😘❤️❤️,2021-05-19T07:43:57Z,0,0,Sharukh Khan
omi yadav,Srk,2021-05-19T06:05:34Z,0,0,Sharukh Khan
Prakash Shrestha,srkkk,2021-05-19T03:33:59Z,0,0,Sharukh Khan
s. khan,World biggest megha superstar srk,2021-05-19T00:11:21Z,0,0,Salman Khan
Suleman Raza,Salman khan sabse bara hai,2021-05-18T17:20:21Z,0,0,Sharukh Khan
BR GAMING,<b>srk</b>,2021-05-18T07:48:17Z,0,0,Salman Khan
Pakistan zindabad,Salman Bhai ❤️❤️🇵🇰,2021-05-17T13:29:49Z,1,0,Salman Khan
Mohd Umar,Bollywood ka sher Salman khan,2021-05-16T19:43:32Z,0,0,Salman Khan
Mohd Umar,Salman Khan ki bat alag hai yrrr,2021-05-16T19:41:54Z,0,0,Salman Khan
Asgar Ali,Salman hai megastar...srk to fail hai...aus ke aga...srk ke movie bilkul blockbuster hai hota hai...😥😥..luv u salman sir,2021-05-16T17:39:28Z,0,0,Salman Khan
Md Shihab,Salma khan,2021-05-16T09:54:25Z,0,0,Salman Khan
Md Nadim,Skr my favorite😍,2021-05-15T09:49:27Z,0,0,Sharukh Khan
Rakesh raj💕,Srk😘,2021-05-14T17:35:50Z,0,0,Sharukh Khan
subin srijal,Salman khan is biggest superstar in the world,2021-05-14T14:02:49Z,0,0,Salman Khan
Ali Rezwani,Only srk,2021-05-13T21:06:37Z,0,0,Sharukh Khan
Ngamjon Pansa,I have salman,2021-05-13T18:21:25Z,0,0,Salman Khan
Vikas Vk,"No doubt , obviously salman sir.itihaas gawah h. Stardom to salman khan ka hi bada h",2021-05-13T15:02:48Z,0,0,Salman Khan
Bijoy Borman,Non other than one and only SALMAN KHAN SIR...And its reason is Jo pyar hum ne unko diya hai Unhone v hum sabko pyar diya hai...He is Perfectly Normal guy...,2021-05-13T09:22:29Z,3,0,Salman Khan
Radhika,Salman khan is the best,2021-05-13T03:58:45Z,0,0,Salman Khan
Aman Kumar,Srk,2021-05-13T02:42:08Z,0,0,Sharukh Khan
Status_of_feelings,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m50s"">4:50</a> fan chali thi😂😂",2021-05-12T18:17:14Z,4,0,Salman Khan
Assistant commissioner,Only one Salman Khan,2021-05-12T17:39:06Z,0,0,Salman Khan
round to around,Salman khan big acter,2021-05-12T17:25:32Z,0,0,Salman Khan
Kiran Jatva,One nd only salman khan❤️,2021-05-12T14:03:23Z,12,0,Salman Khan
Killer s.s.s.,Ladki se puche ga to shahrukh and ladko se puch le ga to salman khan,2021-05-11T03:44:37Z,0,0,both
CookedinIndia,SALMAN KHAN,2021-05-10T19:49:23Z,1,0,Salman Khan
Sana Sana,Shah rukh khan,2021-05-10T10:40:00Z,0,0,Sharukh Khan
Saptarshi,Salman Khan ❤️ The Name is Enough ❤️✌️ 2021 ✌️ Now,2021-05-09T13:40:33Z,93,2,Salman Khan
Prince Shil,"Salman Khan is not only a local hero, he is also an international superstar. Big fan from Bangladesh of Salman.",2021-05-09T12:03:48Z,7,0,Salman Khan
Ankita Layek,I think u should make a video at the present time between the stardom of srk and selmon bhoi 🤣🤣🤣🤣🤣,2021-05-08T04:01:14Z,17,2,comment
Samar Khan,"Only khan ,, miya bhai 👍👍👍",2021-05-07T08:32:10Z,0,0,Salman Khan
Avinash Dhiman,Salman khan,2021-05-07T00:34:12Z,0,0,Sharukh Khan
gamer,Srk ♥️♥️♥️,2021-05-06T19:29:55Z,0,0,Sharukh Khan
Abhishek Shetty,SRK is Bollywood and Bollywood is SRK! It&#39;s as simple as that,2021-05-06T14:54:24Z,6,0,Sharukh Khan
توتوموتو مهاوش,srk always,2021-05-06T12:20:38Z,0,0,Sharukh Khan
Salman's,obviously Salman bhai,2021-05-06T08:31:03Z,0,0,Salman Khan
SMARTY ARBAZ,My feveret hero bahi salman sir he my jaan he,2021-05-06T03:18:18Z,0,0,Salman Khan
Dhiraj Kumar,One and only SRK,2021-05-04T06:54:34Z,0,0,Sharukh Khan
Raman Kawla,Salman Khan,2021-05-03T03:21:37Z,0,0,Salman Khan
Mudassir Hussain,Srk is only srk international celebrity yarr,2021-05-02T18:44:49Z,1,0,Sharukh Khan
Gurupada Jana,Only Salman,2021-05-02T05:16:30Z,0,0,Salman Khan
Meenakshi singh,SRK is the reason why everyone started watching bollywood... Also Boys copying SRK&#39;s style in front of their gfs... ❤😊<br><br>Not only love... The overall performance n his sense of humour🙏✌✌✌👏👏👏👏😊😊😊😊,2021-05-01T19:36:10Z,41,3,Sharukh Khan
Md Sameer,I love bhaijaan,2021-05-01T10:21:59Z,0,0,Salman Khan
CRICKET ONLY,Salman bhai 😍😍,2021-05-01T07:06:47Z,2,0,Salman Khan
Raj Thiyagu S,I&#39;m a Biggest Fan Salman Khan From Chennai Tamilnadu,2021-04-29T09:18:11Z,0,0,Salman Khan
Nirav Rajput,Salman Khan is God of bollywood. Salman Khan ke jaisa koi nahi.,2021-04-29T07:48:30Z,1,0,Salman Khan
Rahul Basfor,SRK❤️,2021-04-28T16:01:50Z,1,0,Sharukh Khan
Srk ka Fen,Sharukh is best aunty,2021-04-28T13:41:47Z,0,0,Sharukh Khan
Sajan Sajan,Sharukahan is mass from tamilnadu ❤️,2021-04-28T06:49:47Z,19,0,Sharukh Khan
